Current	Voltage	Int_Temp	Ext_Temp	H_Temp	Dt_cycle	Wor_State	Short_cir	over_load	Ovr_Heat	Blk_Shaft	total_faults	Power	Power_per_Duty	Resistance	Conductance	Temp_Diff_Int_Ext	Temp_Diff_H_Ext	Temp_Diff_Int_H	Temp_Ratio_Int_Ext	Thermal_Stress	Heat_Generation	Current_per_Voltage	Voltage_per_Current	Current_x_Temp	Voltage_x_Duty	Power_x_Temp	Current_rolling_mean	Current_rolling_std	Current_rolling_max	Current_rolling_min	Voltage_rolling_mean	Voltage_rolling_std	Voltage_rolling_max	Voltage_rolling_min	Int_Temp_rolling_mean	Int_Temp_rolling_std	Int_Temp_rolling_max	Int_Temp_rolling_min	Ext_Temp_rolling_mean	Ext_Temp_rolling_std	Ext_Temp_rolling_max	Ext_Temp_rolling_min	H_Temp_rolling_mean	H_Temp_rolling_std	H_Temp_rolling_max	H_Temp_rolling_min	Dt_cycle_rolling_mean	Dt_cycle_rolling_std	Dt_cycle_rolling_max	Dt_cycle_rolling_min
1.83	3.78	27.5	27.0	33.0	44.0	1	0	1	0	0	1	6.9174	0.15721363279059924	2.0655726417635836	0.4841268560510963	0.5	6.0	-5.5	1.0185184807956118	22.0	3.4587	0.4841268560510963	2.0655726417635836	50.325	166.32	228.27419999999998	1.829	0.03348299734363105	1.87	1.76	3.7569999999999992	0.017029386366024118	3.78	3.73	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	32.55	0.2838231060987823	33.0	32.0	44.0	0.0	44.0	44.0
1.8	3.76	27.5	27.0	33.0	44.0	1	0	1	0	0	1	6.768	0.15381817832231412	2.0888877283957066	0.4787232769352987	0.5	6.0	-5.5	1.0185184807956118	22.0	3.384	0.4787232769352987	2.0888877283957066	49.5	165.44	223.344	1.8220000000000003	0.031198290551499645	1.87	1.76	3.757	0.017029386366024118	3.78	3.73	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	32.65	0.24152294576983585	33.0	32.5	44.0	0.0	44.0	44.0
1.69	3.75	27.5	27.0	33.0	44.0	1	0	1	0	0	1	6.3374999999999995	0.14403408763558892	2.2189335982641434	0.4506665464889209	0.5	6.0	-5.5	1.0185184807956118	22.0	3.1687499999999997	0.4506665464889209	2.2189335982641434	46.475	165.0	209.1375	1.8060000000000003	0.050376361299523824	1.87	1.69	3.7590000000000003	0.014491376746303842	3.78	3.73	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	32.7	0.2581988897471728	33.0	32.5	44.0	0.0	44.0	44.0
1.79	3.75	27.5	27.0	33.0	44.0	1	0	1	0	0	1	6.7125	0.15255681471461788	2.0949708966643037	0.4773332060444784	0.5	6.0	-5.5	1.0185184807956118	22.0	3.35625	0.4773332060444784	2.0949708966643037	49.225	165.0	221.51250000000002	1.8039999999999998	0.05059644256271753	1.87	1.69	3.7590000000000003	0.014491376746303842	3.78	3.73	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	32.75	0.2635231383473778	33.0	32.5	44.0	0.0	44.0	44.0
1.78	3.76	27.5	27.0	33.0	44.0	1	0	1	0	0	1	6.6928	0.1521090874520662	2.1123583638436156	0.4734041294137954	0.5	6.0	-5.5	1.0185184807956118	22.0	3.3464	0.4734041294137954	2.1123583638436156	48.95	165.44	220.8624	1.798	0.049396356140937604	1.87	1.69	3.7619999999999996	0.010327955590046147	3.78	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	32.8	0.2581988897471754	33.0	32.5	44.0	0.0	44.0	44.0
1.8	3.75	27.5	27.0	33.0	44.0	1	0	1	0	0	1	6.75	0.15340908742252074	2.083332175926569	0.47999987200003413	0.5	6.0	-5.5	1.0185184807956118	22.0	3.375	0.47999987200003413	2.083332175926569	49.5	165.0	222.75	1.791	0.04254409477239243	1.84	1.69	3.761	0.011005049346296232	3.78	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	32.85	0.24152294576984015	33.0	32.5	44.0	0.0	44.0	44.0
1.8	3.79	27.5	27.0	33.0	44.0	1	0	1	0	0	1	6.822	0.1550454510216943	2.105554385803119	0.4749339116269362	0.5	6.0	-5.5	1.0185184807956118	22.0	3.411	0.4749339116269362	2.105554385803119	49.5	166.76	225.126	1.7890000000000001	0.04148627617795324	1.84	1.69	3.7640000000000002	0.014298407059799794	3.79	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	32.9	0.21081851067791146	33.0	32.5	44.0	0.0	44.0	44.0
1.8	3.82	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.8759999999999994	0.15627272372107445	2.1222210432105313	0.4712040651298259	0.5	6.5	-6.0	1.0185184807956118	22.0	3.4379999999999997	0.4712040651298259	2.1222210432105313	49.5	168.07999999999998	230.34599999999998	1.7890000000000001	0.04148627617795324	1.84	1.69	3.7699999999999996	0.022607766610489546	3.82	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.0	0.2357022603955338	33.5	32.5	44.0	0.0	44.0	44.0
1.77	3.81	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.7437000000000005	0.15326590560759307	2.1525411567564086	0.46456680720031307	0.5	6.5	-6.0	1.0185184807956118	22.0	3.3718500000000002	0.46456680720031307	2.1525411567564086	48.675	167.64000000000001	225.91395000000003	1.7899999999999998	0.040824829046414525	1.84	1.69	3.775	0.025495097568027286	3.82	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.1	0.2108185106779115	33.5	33.0	44.0	0.0	44.0	44.0
1.7	3.92	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.664	0.15145454201239678	2.30588099654059	0.4336733587567962	0.5	6.5	-6.0	1.0185184807956118	22.0	3.332	0.4336733587567962	2.30588099654059	46.75	172.48	223.244	1.7759999999999998	0.04550946177569401	1.83	1.69	3.7889999999999993	0.05258854966205773	3.92	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.15	0.24152294576984015	33.5	33.0	44.0	0.0	44.0	44.0
1.54	4.36	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.7144	0.15259999653181827	2.8311669927487064	0.3532109281626311	0.5	6.5	-6.0	1.0185184807956118	22.0	3.3572	0.3532109281626311	2.8311669927487064	42.35	191.84	224.9324	1.7470000000000003	0.08367264254888349	1.8	1.54	3.847	0.1877379971011687	4.36	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.2	0.2581988897471754	33.5	33.0	44.0	0.0	44.0	44.0
1.31	4.99	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.5369	0.14856590571441125	3.809157397589773	0.2625249974899805	0.5	6.5	-6.0	1.0185184807956118	22.0	3.26845	0.2625249974899805	3.809157397589773	36.025	219.56	218.98615	1.698	0.15887101686589003	1.8	1.31	3.9699999999999998	0.4034297405441966	4.99	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.25	0.2635231383473778	33.5	33.0	44.0	0.0	44.0	44.0
1.18	5.38	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.3484	0.14428181490268602	4.559318170069348	0.219330814250778	0.5	6.5	-6.0	1.0185184807956118	22.0	3.1742	0.219330814250778	4.559318170069348	32.449999999999996	236.72	212.6714	1.6469999999999998	0.22837834106295715	1.8	1.18	4.133	0.5905562349740013	5.38	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.3	0.2581988897471728	33.5	33.0	44.0	0.0	44.0	44.0
1.17	5.57	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.5169	0.14811136027019636	4.76067969172676	0.21005382225245559	0.5	6.5	-6.0	1.0185184807956118	22.0	3.25845	0.21005382225245559	4.76067969172676	32.175	245.08	218.31615	1.585	0.2662601067461025	1.8	1.17	4.3149999999999995	0.7246340072370637	5.57	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.35	0.24152294576983585	33.5	33.0	44.0	0.0	44.0	44.0
1.15	5.68	27.5	27.0	33.5	44.0	1	0	1	0	0	1	6.531999999999999	0.14845454208057857	4.9391261398903135	0.20246475308719133	0.5	6.5	-6.0	1.0185184807956118	22.0	3.2659999999999996	0.20246475308719133	4.9391261398903135	31.624999999999996	249.92	218.82199999999997	1.522	0.28859044413224366	1.8	1.15	4.507	0.8105149254914705	5.68	3.75	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.4	0.21081851067790477	33.5	33.0	44.0	0.0	44.0	44.0
1.14	5.7	27.5	27.0	34.0	44.0	1	0	1	0	0	1	6.497999999999999	0.1476818148254133	4.999995614038936	0.19999996491228683	0.5	7.0	-6.5	1.0185184807956118	22.0	3.2489999999999997	0.19999996491228683	4.999995614038936	31.349999999999998	250.8	220.932	1.456	0.29337878435754694	1.8	1.14	4.702	0.8421111037809144	5.7	3.79	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.5	0.2357022603955246	34.0	33.0	44.0	0.0	44.0	44.0
1.2	5.52	27.5	27.0	34.0	44.0	1	0	1	0	0	1	6.624	0.15054545112396703	4.599996166669861	0.21739126496535055	0.5	7.0	-6.5	1.0185184807956118	22.0	3.312	0.21739126496535055	4.599996166669861	33.0	242.88	225.21599999999998	1.3960000000000001	0.2760515249811982	1.8	1.14	4.875	0.811065828264128	5.7	3.81	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.6	0.21081851067789767	34.0	33.5	44.0	0.0	44.0	44.0
1.16	5.23	27.5	27.0	34.0	44.0	1	0	1	0	0	1	6.0668	0.13788181504814057	4.50861680291655	0.22179728072709734	0.5	7.0	-6.5	1.0185184807956118	22.0	3.0334	0.22179728072709734	4.50861680291655	31.9	230.12	206.2712	1.332	0.24434947650172498	1.77	1.14	5.016	0.7253075975826454	5.7	3.81	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.65	0.24152294576982716	34.0	33.5	44.0	0.0	44.0	44.0
1.33	4.86	27.5	27.0	34.0	44.0	1	0	1	0	0	1	6.463800000000001	0.1469045421158059	3.6541325908777513	0.27366249513117386	0.5	7.0	-6.5	1.0185184807956118	22.0	3.2319000000000004	0.27366249513117386	3.6541325908777513	36.575	213.84	219.76920000000004	1.288	0.1903680645486532	1.7	1.14	5.121	0.5957525586274122	5.7	3.92	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.7	0.25819888974716326	34.0	33.5	44.0	0.0	44.0	44.0
1.49	4.52	27.5	27.0	34.0	44.0	1	0	1	0	0	1	6.734799999999999	0.15306363288491742	3.0335550110369054	0.3296459447685963	0.5	7.0	-6.5	1.0185184807956118	22.0	3.3673999999999995	0.3296459447685963	3.0335550110369054	40.975	198.88	228.98319999999995	1.267	0.1463671183474398	1.54	1.14	5.181	0.48040376536594154	5.7	4.36	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.75	0.26352313834736585	34.0	33.5	44.0	0.0	44.0	44.0
1.61	4.2	27.5	27.0	34.0	44.0	1	0	1	0	0	1	6.7620000000000005	0.15368181468904968	2.608694031867061	0.38333324206351377	0.5	7.0	-6.5	1.0185184807956118	22.0	3.3810000000000002	0.38333324206351377	2.608694031867061	44.275000000000006	184.8	229.90800000000002	1.274	0.16174053295324625	1.61	1.14	5.165000000000001	0.5123854885619672	5.7	4.2	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.8	0.2581988897471607	34.0	33.5	44.0	0.0	44.0	44.0
1.73	4.0	27.5	27.0	34.0	44.0	1	0	1	0	0	1	6.92	0.1572727236983472	2.3121373918280974	0.432499891875027	0.5	7.0	-6.5	1.0185184807956118	22.0	3.46	0.432499891875027	2.3121373918280974	47.575	176.0	235.28	1.316	0.21716353285024698	1.73	1.14	5.066000000000001	0.6317031651724456	5.7	4.0	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.85	0.2415229457698229	34.0	33.5	44.0	0.0	44.0	44.0
1.76	3.89	27.5	27.0	34.5	44.0	1	0	1	0	0	1	6.8464	0.15559999646363645	2.210226016917036	0.4524420430740249	0.5	7.5	-7.0	1.0185184807956118	22.0	3.4232	0.4524420430740249	2.210226016917036	48.4	171.16	236.20080000000002	1.374	0.2515374944438933	1.76	1.14	4.917	0.719089702332051	5.7	3.89	27.5	0.0	27.5	27.5	27.0	0.0	27.0	27.0	33.95	0.28382310609877126	34.5	33.5	44.0	0.0	44.0	44.0
1.75	3.82	27.5	27.5	34.5	44.0	1	0	1	0	0	1	6.685	0.1519318147288224	2.182855895510917	0.45811506332066404	0.0	7.0	-7.0	0.9999999636363649	0.0	0.0	0.45811506332066404	2.182855895510917	48.125	168.07999999999998	230.6325	1.432	0.2657400567806414	1.76	1.14	4.742	0.7545830342351688	5.7	3.82	27.5	0.0	27.5	27.5	27.05	0.15811388300841883	27.5	27.0	34.05	0.28382310609877126	34.5	33.5	44.0	0.0	44.0	44.0
1.81	3.8	27.5	27.5	34.5	44.0	1	0	1	0	0	1	6.878	0.15631817826549596	2.099446353897042	0.47631566412745685	0.0	7.0	-7.0	0.9999999636363649	0.0	0.0	0.47631566412745685	2.099446353897042	49.775	167.2	237.291	1.498	0.26984769366770356	1.81	1.14	4.554	0.7286700213402489	5.7	3.8	27.5	0.0	27.5	27.5	27.1	0.2108185106778915	27.5	27.0	34.15	0.2415229457698229	34.5	34.0	44.0	0.0	44.0	44.0
1.78	3.75	27.5	27.5	34.5	44.0	1	0	1	0	0	1	6.675	0.15170454200671496	2.106740389471691	0.4746665400889226	0.0	7.0	-7.0	0.9999999636363649	0.0	0.0	0.4746665400889226	2.106740389471691	48.95	165.0	230.2875	1.562	0.2507233978355899	1.81	1.16	4.359	0.6439021664818338	5.52	3.75	27.5	0.0	27.5	27.5	27.15	0.24152294576982303	27.5	27.0	34.2	0.2581988897471607	34.5	34.0	44.0	0.0	44.0	44.0
1.82	3.73	27.5	27.5	34.5	44.0	1	0	1	0	0	1	6.788600000000001	0.15428636012985547	2.049449423379438	0.48793552602264717	0.0	7.0	-7.0	0.9999999636363649	0.0	0.0	0.48793552602264717	2.049449423379438	50.050000000000004	164.12	234.2067	1.6239999999999999	0.22677448416139803	1.82	1.16	4.18	0.522685373814879	5.23	3.73	27.5	0.0	27.5	27.5	27.2	0.2581988897471598	27.5	27.0	34.25	0.26352313834736585	34.5	34.0	44.0	0.0	44.0	44.0
1.82	3.74	27.5	27.5	34.5	44.0	1	0	1	0	0	1	6.806800000000001	0.15469999648409102	2.0549439258549858	0.4866308859275706	0.0	7.0	-7.0	0.9999999636363649	0.0	0.0	0.4866308859275706	2.0549439258549858	50.050000000000004	164.56	234.83460000000002	1.69	0.16411378166788768	1.82	1.33	4.031	0.3841136984453087	4.86	3.73	27.5	0.0	27.5	27.5	27.25	0.2635231383473631	27.5	27.0	34.3	0.25819888974716326	34.5	34.0	44.0	0.0	44.0	44.0
1.85	3.74	27.5	27.5	34.5	44.0	1	0	1	0	0	1	6.9190000000000005	0.15724999642613646	2.0216205288537683	0.4946522741571459	0.0	7.0	-7.0	0.9999999636363649	0.0	0.0	0.4946522741571459	2.0216205288537683	50.875	164.56	238.70550000000003	1.7419999999999998	0.11123548594461806	1.85	1.49	3.9189999999999996	0.25817522043070856	4.52	3.73	27.5	0.0	27.5	27.5	27.3	0.2581988897471584	27.5	27.0	34.35	0.24152294576982716	34.5	34.0	44.0	0.0	44.0	44.0
1.84	3.75	27.5	27.5	34.5	44.0	1	0	1	0	0	1	6.9	0.15681817825413233	2.0380423706291464	0.4906665358222571	0.0	7.0	-7.0	0.9999999636363649	0.0	0.0	0.4906665358222571	2.0380423706291464	50.6	165.0	238.05	1.7770000000000004	0.07087547765860533	1.85	1.61	3.842	0.15200877167672752	4.2	3.73	27.5	0.0	27.5	27.5	27.35	0.2415229457698199	27.5	27.0	34.4	0.21081851067789661	34.5	34.0	44.0	0.0	44.0	44.0
1.84	3.76	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.9184	0.15723636006281	2.0434771502841573	0.4893615719783054	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.4893615719783054	2.0434771502841573	50.6	165.44	242.144	1.8000000000000003	0.042163702135604796	1.85	1.73	3.7979999999999996	0.08638415492567579	4.0	3.73	27.5	0.0	27.5	27.5	27.4	0.21081851067788626	27.5	27.0	34.5	0.2357022603955205	35.0	34.0	44.0	0.0	44.0	44.0
1.83	3.77	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.899100000000001	0.15679772370914266	2.0601081638753205	0.48541101182731783	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.48541101182731783	2.0601081638753205	50.325	165.88	241.46850000000003	1.81	0.034960294939037434	1.85	1.75	3.775	0.04927248499699175	3.89	3.73	27.5	0.0	27.5	27.5	27.45	0.15811388300841064	27.5	27.0	34.6	0.21081851067789664	35.0	34.5	44.0	0.0	44.0	44.0
1.64	3.78	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.199199999999999	0.14089090588884304	2.3048766433679004	0.43386231908404255	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.43386231908404255	2.3048766433679004	45.099999999999994	166.32	216.97199999999998	1.798	0.06321040701939655	1.85	1.64	3.7640000000000002	0.028751811537148297	3.82	3.73	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	34.65	0.24152294576982716	35.0	34.5	44.0	0.0	44.0	44.0
1.8	3.79	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.822	0.1550454510216943	2.105554385803119	0.4749339116269362	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.4749339116269362	2.105554385803119	49.5	166.76	238.77	1.8030000000000002	0.06092800852009249	1.85	1.64	3.761	0.023309511649418368	3.8	3.73	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	34.7	0.25819888974716326	35.0	34.5	44.0	0.0	44.0	44.0
1.72	3.93	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.7596	0.15362726923574388	2.2848823925102373	0.43765892171528703	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.43765892171528703	2.2848823925102373	47.3	172.92000000000002	236.58599999999998	1.794	0.06619835513231752	1.85	1.64	3.774	0.05796550698476654	3.93	3.73	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	34.75	0.26352313834736585	35.0	34.5	44.0	0.0	44.0	44.0
1.4	4.64	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.4959999999999996	0.1476363602809918	3.3142833469404667	0.30172407290429465	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.30172407290429465	3.3142833469404667	38.5	204.16	227.35999999999999	1.7559999999999998	0.14143706884846882	1.85	1.4	3.8630000000000004	0.27896833751043165	4.64	3.73	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	34.8	0.2581988897471607	35.0	34.5	44.0	0.0	44.0	44.0
1.29	5.04	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.5016	0.14776363300537199	3.9069737155242517	0.25595233016818847	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.25595233016818847	3.9069737155242517	35.475	221.76	227.55599999999998	1.703	0.20138685822731464	1.85	1.29	3.9940000000000007	0.4590376406740041	5.04	3.74	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	34.85	0.2415229457698229	35.0	34.5	44.0	0.0	44.0	44.0
1.36	5.14	27.5	27.5	35.0	44.0	1	0	1	0	0	1	6.9904	0.15887272366198357	3.7794089857286868	0.2645913882117922	0.0	7.5	-7.5	0.9999999636363649	0.0	0.0	0.2645913882117922	3.7794089857286868	37.400000000000006	226.16	244.66400000000002	1.657	0.22306202425932645	1.85	1.29	4.134	0.5724450483088606	5.14	3.74	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	34.9	0.21081851067788993	35.0	34.5	44.0	0.0	44.0	44.0
1.32	5.24	27.5	27.5	35.5	44.0	1	0	1	0	0	1	6.9168	0.15719999642727284	3.969693962353059	0.2519083488724525	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.2519083488724525	3.969693962353059	36.300000000000004	230.56	245.5464	1.6039999999999999	0.23476702399518767	1.84	1.29	4.284	0.6491224845897731	5.24	3.75	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.0	0.23570226039551131	35.5	34.5	44.0	0.0	44.0	44.0
1.34	5.34	27.5	27.5	35.5	44.0	1	0	1	0	0	1	7.155600000000001	0.16262726903119845	3.985071652931602	0.25093628259620177	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.25093628259620177	3.985071652931602	36.85	234.95999999999998	254.02380000000002	1.554	0.2321493771978176	1.84	1.29	4.443	0.6967711245452126	5.34	3.76	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.1	0.21081851067788282	35.5	35.0	44.0	0.0	44.0	44.0
1.34	5.39	27.5	27.5	35.5	44.0	1	0	1	0	0	1	7.2226	0.16414999626931828	4.022385057921598	0.24860848819879627	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.24860848819879627	4.022385057921598	36.85	237.16	256.40229999999997	1.504	0.2170611792918223	1.83	1.29	4.606	0.7097761775533341	5.39	3.77	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.15	0.2415229457698142	35.5	35.0	44.0	0.0	44.0	44.0
1.36	5.35	27.5	27.5	35.5	44.0	1	0	1	0	0	1	7.276	0.16536363260537199	3.93382063689659	0.2542055599615776	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.2542055599615776	3.93382063689659	37.400000000000006	235.39999999999998	258.298	1.457	0.18750111110782128	1.8	1.29	4.764	0.6781543580434569	5.39	3.78	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.2	0.2581988897471511	35.5	35.0	44.0	0.0	44.0	44.0
1.34	5.36	27.5	27.5	35.5	44.0	1	0	1	0	0	1	7.182400000000001	0.1632363599264464	3.999997014927601	0.24999995335821765	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.24999995335821765	3.999997014927601	36.85	235.84	254.97520000000003	1.427	0.1787642768191325	1.8	1.29	4.922	0.6033572739264852	5.39	3.79	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.25	0.26352313834735397	35.5	35.0	44.0	0.0	44.0	44.0
1.43	5.23	27.5	27.5	35.5	44.0	1	0	1	0	0	1	7.4789	0.16997499613693193	3.657340099762169	0.27342250986185274	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.27342250986185274	3.657340099762169	39.324999999999996	230.12	265.50095	1.3900000000000001	0.12238373167124135	1.72	1.29	5.066	0.45734013600382767	5.39	3.93	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.3	0.25819888974714855	35.5	35.0	44.0	0.0	44.0	44.0
1.68	4.61	27.5	27.5	35.5	44.0	1	0	1	0	0	1	7.744800000000001	0.1760181778177687	2.7440459856869137	0.36442508363881043	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.36442508363881043	2.7440459856869137	46.199999999999996	202.84	274.9404	1.386	0.11047372739454867	1.68	1.29	5.1339999999999995	0.2893748050155321	5.39	4.61	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.35	0.24152294576980993	35.5	35.0	44.0	0.0	44.0	44.0
1.79	4.23	27.5	27.5	35.5	44.0	1	0	1	0	0	1	7.571700000000001	0.17208408699808897	2.3631271714373345	0.42316774866010665	0.0	8.0	-8.0	0.9999999636363649	0.0	0.0	0.42316774866010665	2.3631271714373345	49.225	186.12	268.79535000000004	1.425	0.16919745204280867	1.79	1.29	5.093	0.3815188942459678	5.39	4.23	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.4	0.21081851067787505	35.5	35.0	44.0	0.0	44.0	44.0
1.88	4.04	27.5	27.5	36.0	44.0	1	0	1	0	0	1	7.595199999999999	0.1726181778950414	2.14893502716222	0.46534641946870803	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.46534641946870803	2.14893502716222	51.699999999999996	177.76	273.42719999999997	1.484	0.2138639235069317	1.88	1.32	4.993	0.5072814252901873	5.39	4.04	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.5	0.23570226039549802	36.0	35.0	44.0	0.0	44.0	44.0
1.74	3.96	27.5	27.5	36.0	44.0	1	0	1	0	0	1	6.8904	0.15659999644090916	2.2758607609995627	0.4393938284359019	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.4393938284359019	2.2758607609995627	47.85	174.24	248.0544	1.5219999999999998	0.2229499196381729	1.88	1.32	4.875	0.5983542243335276	5.39	3.96	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.6	0.21081851067786794	36.0	35.5	44.0	0.0	44.0	44.0
1.89	3.92	27.5	27.5	36.0	44.0	1	0	1	0	0	1	7.408799999999999	0.16838181435495875	2.0740729766809647	0.48214273414726166	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.48214273414726166	2.0740729766809647	51.974999999999994	172.48	266.7168	1.579	0.23792856070678292	1.89	1.34	4.743	0.6520744674583654	5.39	3.92	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.65	0.2415229457698012	36.0	35.5	44.0	0.0	44.0	44.0
1.9	3.94	27.5	27.5	36.0	44.0	1	0	1	0	0	1	7.486	0.17013635976962818	2.073683119114148	0.4822333801438121	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.4822333801438121	2.073683119114148	52.25	173.35999999999999	269.496	1.6349999999999998	0.2413043260651977	1.9	1.34	4.603	0.659899824047391	5.39	3.92	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.7	0.258198889747139	36.0	35.5	44.0	0.0	44.0	44.0
1.88	3.96	27.5	27.5	36.0	44.0	1	0	1	0	0	1	7.4448	0.16919999615454556	2.1063818583075222	0.47474735486177905	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.47474735486177905	2.1063818583075222	51.699999999999996	174.24	268.01279999999997	1.689	0.2280082844498845	1.9	1.34	4.46	0.6243930386116316	5.36	3.92	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.75	0.2635231383473421	36.0	35.5	44.0	0.0	44.0	44.0
1.87	3.98	27.5	27.5	36.0	44.0	1	0	1	0	0	1	7.4426000000000005	0.16914999615568194	2.12834110783898	0.469849128178611	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.469849128178611	2.12834110783898	51.425000000000004	175.12	267.9336	1.7399999999999998	0.20176994600562528	1.9	1.34	4.3229999999999995	0.5537157313198812	5.36	3.92	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.8	0.25819888974713645	36.0	35.5	44.0	0.0	44.0	44.0
1.69	4.34	27.5	27.5	36.0	44.0	1	0	1	0	0	1	7.334599999999999	0.16669545075692158	2.5680458177243684	0.3894008319352922	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.3894008319352922	2.5680458177243684	46.475	190.95999999999998	264.0456	1.775	0.1478174549909514	1.9	1.43	4.221	0.4190319531703727	5.23	3.92	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.85	0.24152294576979694	36.0	35.5	44.0	0.0	44.0	44.0
1.49	5.01	27.5	27.5	36.0	44.0	1	0	1	0	0	1	7.464899999999999	0.16965681432598148	3.3624138507289594	0.29740513025845705	0.0	8.5	-8.5	0.9999999636363649	0.0	0.0	0.29740513025845705	3.3624138507289594	40.975	220.44	268.73639999999995	1.781	0.13270267518027645	1.9	1.49	4.199	0.36207580544533546	5.01	3.92	27.5	0.0	27.5	27.5	27.5	0.0	27.5	27.5	35.9	0.21081851067786017	36.0	35.5	44.0	0.0	44.0	44.0
